,sentence,entities
1418,"DNA methylation levels are associated with CRF1 receptor antagonist
treatment outcome in women with post-traumatic stress disorder.",['receptor']
1419,Clin.,['Clin']
1420,"Epigenetics 10,
136–211.","['Epigenetics', 'gene']"
1421,"doi:10.1186/s13148-018-0569-x
Park, J., Wetzel, I., Marriott, I., Dréau, D., D ’Avanzo, C., Kim, D.","['Avanzo', 'Marriott', 'Wetzel', 'Kim', 'Park']"
1422,"(2018).
A 3D human triculture system modeling neurodegeneration and
neuroin ﬂammation in Alzheimer ’sd i s e a s e .","['alzheimer', 'gene', 'Alzheimer']"
1423,Nat.,['Nat']
1424,Neurosci.,['Neurosci']
1425,"doi:10.
1038/s41593-018-0175-4
Passie, T., Halpern, J.","['Halpern', 'Passie']"
1426,"H., Stichtenoth, D.",['Stichtenoth']
1427,"O., Emrich, H.",['Emrich']
1428,"M., and Hintzen, A.",['Hintzen']
1429,"(2008).
The pharmacology of lysergic acid diethylamide: A review.",['The']
1430,CNS Neurosci.,['Neurosci']
1431,Ther.,['Ther']
1432,"doi:10.1111/j.1755-5949.2008.00059.x
Perez-Garcia, G., Gama Sosa, M.","['Gama', 'Sosa', 'Perez', 'Garcia']"
1433,"A., De Gasperi, R., Lashof-Sullivan, M., Maudlin-
Jeronimo, E., Stone, J.","['Lashof', 'Stone', 'Gasperi', 'Jeronimo', 'Maudlin', 'Sullivan']"
1434,"Exposure to a predator scent induces chronicbehavioral changes in rats previously exposed to low-level blast: implications for the
relationship of blast-related TBI to PTSD.",['Exposure']
1435,Front.,['Front']
1436,Neurol.,['Neurol']
1437,"doi:10.3389/fneur.
2016.00176
Perez-Garcia, G., Gama Sosa, M.","['Gama', 'Sosa', 'Perez', 'Garcia']"
1438,"A., De Gasperi, R., Tschiffely, A.","['Tschiffely', 'Gasperi']"
1439,"E., McCarron, R.
M., Hof, P.",['Hof']
1440,"Blast-induced “PTSD ”: evidence from an animal model.
Neuropharmacology 145, 220 –229.","['Neuropharmacology', 'Blast']"
1441,"doi:10.1016/j.neuropharm.2018.09.023
Peters, A.",['Peters']
1442,"J., Villasana, L.",['Villasana']
1443,"E., and Schnell, E.",['Schnell']
1444,"Ketamine alters hippocampal cell
proliferation and improves learning in mice after traumatic brain injury.",['Ketamine']
1445,"Anesthesiology
129, 1278 –1295.",['Anesthesiology']
1446,"doi:10.1097/ALN.0000000000002197
Ponsford, J., Always, Y., and Gould, K.","['Always', 'Gould', 'Ponsford']"
1447,"Epidemiology and natural history of
psychiatric disorders after TBI.",['Epidemiology']
1448,Neuropsychiatry Clin.,"['Neuropsychiatry', 'Clin']"
1449,Neurosci.,['Neurosci']
1450,"doi:10.
1176/appi.neuropsych.18040093
Preller, K.",['Preller']
1451,"H., Herdener, M., Pokorny, T., Planzer, A., Kraehenmann, R., Stämp ﬂi, P.,
et al.","['Pokorny', 'Herdener', 'Kraehenmann', 'Planzer']"
1452,"The fabric of meaning and subjective effects in LSD-induced states depend
on serotonin 2A receptor activation.","['receptor', 'The']"
1453,Curr.,['Curr']
1454,Biol.,['Biol']
1455,"doi:10.1016/j.cub.2016.
12.030
Preller, K.",['Preller']
1456,"H., and Vollenweider, F.",['Vollenweider']
1457,"Modulation of social cognition via
hallucinogens and “entactogens ”.Front.","['Front', 'Modulation']"
1458,"Psychiatry 10, 881 –913.",['Psychiatry']
1459,"doi:10.3389/fpsyt.2019.
00881
Prochazkova, L., Lippelt, D.","['Prochazkova', 'Lippelt']"
1460,"P., Colzato, L.",['Colzato']
1461,"S., Kuchar, M., Sjoerds, Z., and Hommel, B.
(2018).","['Kuchar', 'Hommel', 'Sjoerds']"
1462,Exploring the effect of microdosing psychedelics on creativity in an open-labelnatural setting.,['Exploring']
1463,Psychopharmacol.,['Psychopharmacol']
1464,Berl.,['Berl']
1465,"doi:10.1007/s00213-018-
5049-7
Rabinowitz, A.",['Rabinowitz']
1466,"R., and Levin, H.",['Levin']
1467,"Cognitive sequelae of traumatic brain
injury.",['Cognitive']
1468,Psychiatric Clin.,"['Psychiatric', 'Clin']"
1469,"Control of the brain microcirculation following traumatic brain
injury and stroke.",['Control']
1470,Brain Circ.,"['Circ', 'Brain']"
1471,"doi:10.4103/2394-8108.172892
Rascan, W.",['Rascan']
1472,"Nova Mentis launches autism microbiome study in the
United States .","['Mentis', 'United', 'Nova', 'States']"
1473,"Available at: https://novamentis.ca/news/2021/03/03/nova-mentis-
launches-autism-microbiome-study-in-the-united-states/ (Accessed March 03, 2021).
Ratliff, W.","['Ratliff', 'Accessed', 'March', 'Available']"
1474,"A., Mervis, R.",['Mervis']
1475,"F., Citron, B.",['Citron']
1476,"A., Schwartz, B., Rubovitch, V., Schreiber, S.,
et al.","['Rubovitch', 'Schwartz', 'Schreiber']"
1477,"Effect of mild blast-induced TBI on dendritic architecture of the cortex and
hippocampus in the mouse.",['Effect']
1478,Sci.,['Sci']
1479,Rep.,['Rep']
1480,"doi:10.1038/s41598-020-59252-4
Re, T., Palma, J., Martins, J.","['Martins', 'Palma']"
1481,"Transcultural perspective on
consciousness: traditional use of ayahuasca in psychotherapy in the 21st century in
western world.",['Transcultural']
1482,Cosm.,['Cosm']
1483,Hist.,['Hist']
1484,"12, 237 –249.
Ridge, E.",['Ridge']
1485,"A., Pachhain, S., Choudhury, S.","['Pachhain', 'Choudhury']"
1486,"R., Bodnar, S.",['Bodnar']
1487,"R., Larsen, R.",['Larsen']
1488,"A., Phuntumart,
V., et al.",['Phuntumart']
1489,"The in ﬂuence of the host microbiome o n 3,4-
methylenedioxymethamphetamine (MDMA)-induced hyperthermia and vice versa.
Sci.","['Sci', 'The']"
1490,Rep.,['Rep']
1491,"doi:10.1038/s41598-019-40803-3
Robertson, J.",['Robertson']
1492,"Astrocyte domains and the three-dimensional and seamless
expression of consciousness and explicit memories.",['Astrocyte']
1493,Med.,['Med']
1494,"Hypotheses 81, 1017 –1024.
doi:10.1016/j.mehy.2013.09.021
Robson, M.","['Hypotheses', 'Robson']"
1495,"J., Elliott, M., Seminerio, M.","['Elliott', 'Seminerio']"
1496,"J., and Matsumoto, R.",['Matsumoto']
1497,"(2012).
Evaluation of sigma ( σ) receptors in the antidepressant-like effects of ketamine
in vitro and in vivo .Eur.","['receptor', 'Evaluation', 'Eur']"
1498,Neuropsychopharmacol.,['Neuropsychopharmacol']
1499,"doi:10.1016/j.
euroneuro.2011.08.002
Rodríguez, P., Urbanavicius, J., Prieto, J.","['Prieto', 'Urbanavicius']"
1500,"P., Fabius, S., Reyes, A.","['Reyes', 'Fabius']"
1501,"L., Havel, V., et al.
(2020).",['Havel']
1502,"ChemRxiv 11, 1661 –1672.
doi:10.1021/acschemneuro.0c00152
Roseman, L., Haijen, E., Idialu-Ikato, K., Kaelen, M., Watts, R., and Carhart-Harris, R.
(2019).","['Kaelen', 'Idialu', 'Watts', 'Ikato', 'Haijen', 'Harris', 'Carhart', 'Roseman']"
1503,"Emotional breakthrough and psychedel ics: validation of the emotional breakthrough
inventory.",['Emotional']
1504,Psychopharmacol.,['Psychopharmacol']
1505,"doi:10.1177/0269881119855974
Roseman, L., Nutt, D.","['Nutt', 'Roseman']"
1506,"J., and Carhart-Harris, R.","['Carhart', 'Harris']"
1507,"Quality of acute psychedelic
experience predicts therapeutic ef ﬁcacy of psilocybin for treatment-resistant depression.
Front.","['Quality', 'Front']"
1508,Pharmacol.,['Pharmacol']
1509,"doi:10.3389/fphar.2017.00974
Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., et al.","['Cohen', 'Ross', 'Agin', 'Guss', 'Liebes', 'Bossis', 'Malone']"
1510,"Rapid
and sustained symptom reduction following psilocybin treatment for anxiety and
depression in patients with life-threatening cancer: A randomized controlled trial.
J.","['cancer', 'Rapid']"
1511,Psychopharmacol.,['Psychopharmacol']
1512,"doi:10.1177/0269881116675512
Rothhammer, V., Borucki, D.","['Rothhammer', 'Borucki']"
1513,"M., Tjon, E.",['Tjon']
1514,"C., Takenaka, M.",['Takenaka']
1515,"C., Chao, C.",['Chao']
1516,"C., Ardura-
Fabregat, A., et al.","['Ardura', 'Fabregat']"
1517,"Microglial control of astrocytes in response to microbial
metabolites.",['Microglial']
1518,"Nature 1, 724 –728.",['Nature']
1519,"doi:10.1038/s41586-018-0119-x
Ruthirakuhan, M., Luedke, A.","['Luedke', 'Ruthirakuhan']"
1520,"C., Tam, A., Goel, A., Kurji, A., and Garcia, A.","['Tam', 'Kurji', 'Goel', 'Garcia']"
1521,"(2012).
Use of physical and intellectual activities and socialization in the management of
cognitive decline of aging and in dementia: A review.",['Use']
1522,Aging Res.,"['Res', 'Aging']"
1523,"doi:10.
1155/2012/384875
Sackler, A.",['Sackler']
1524,"M., Weltman, A.",['Weltman']
1525,"S., and Owens, H.",['Owens']
1526,"Endocrine and metabolic
effects of lysergic acid diethylamide on female rats.",['Endocrine']
1527,Toxicol.,['Toxicol']
1528,Appl.,['Appl']
1529,Pharmacol.,['Pharmacol']
1530,"doi:10.1016/0041-008x(66)90128-1
Sałaga, M., Polepally, P.",['Polepally']
1531,"R., Sobczak, M., Grzywacz, D., Kamysz, W., Sibaev, A., et al.
(2014).","['Kamysz', 'Sobczak', 'Sibaev', 'Grzywacz']"
1532,"Novel orally available salvinorin A analog PR-38 inhibits gastrointestinal
motility and reduces abdominal pain in mouse models mimicking irritable bowel
syndrome.",['Novel']
1533,Pharmacol.,['Pharmacol']
1534,Exp.,['Exp']
1535,Ther.,['Ther']
1536,"doi:10.1124/jpet.114.214239
Samoylenko, V., Rahman, M.","['Samoylenko', 'Rahman']"
1537,"M., Tekwani, B.",['Tekwani']
1538,"L., Tripathi, L.",['Tripathi']
1539,"M., Wang, Y.",['Wang']
1540,"H., Khan,
S.",['Khan']
1541,"Banisteriopsis caapi, a unique combination of MAO inhibitory and
antioxidative constituents for the activities relevant to neurodegenerative disorders and
Parkinson ’s disease.","['gene', 'parkinson', 'Banisteriopsis', 'Parkinson']"
1542,Ethnopharmacol.,['Ethnopharmacol']
1543,"doi:10.1016/j.jep.2009.10.030
Sanacora, G., Johnson, M.","['Sanacora', 'Johnson']"
1544,"R., Khan, A., Atkinson, S.","['Atkinson', 'Khan']"
1545,"D., Riesenberg, R.",['Riesenberg']
1546,"R., Schronen,
J.",['Schronen']
1547,"Adjunctive lanicemine (AZD6765) in patients with major depressive
disorder and history of inadequate response to antidepressants: A randomized, placebo-
controlled study.",['Adjunctive']
1548,"Neuropsychopharmacology 42, 844 –853.",['Neuropsychopharmacology']
1549,"doi:10.1038/npp.2016.224
Schneider, S., Wright, C.","['Schneider', 'Wright']"
1550,"M., and Heuckeroth, R.",['Heuckeroth']
1551,"Unexpected roles for the
second brain: enteric nervous system as master regulator of bowel function.",['Unexpected']
1552,Annu.,['Annu']
1553,"Rev.
Physiol.","['Rev', 'Physiol']"
1554,"doi:10.1146/annurev-physiol-021317-121515
Serrano-Pozo, A., Frosch, M.","['Pozo', 'Frosch', 'Serrano']"
1555,"P., Masliah, E., and Hyman, B.","['Masliah', 'Hyman']"
1556,"(2011).
Neuropathological alterations in Alzheimer disease.","['alzheimer', 'Alzheimer', 'Neuropathological']"
1557,Cold Spring Harb.,"['Spring', 'Harb', 'Cold']"
1558,"Perspect.
Med.","['Perspect', 'Med']"
1559,"doi:10.1101/cshperspect.a006189
Sessa, B., Higbed, L., and Nutt, D.","['Nutt', 'Higbed', 'Sessa']"
1560,"Front.
Psychiatry 10, 138 –147.","['Front', 'Psychiatry']"
1561,"doi:10.3389/fpsyt.2019.00138
Shan, L., Zhang, T., Fan, K., Cai, W., and Liu, H.","['Fan', 'Shan', 'Liu', 'Cai', 'Zhang']"
1562,"Astrocyte-neuron signaling in
synaptogenesis.","['Astrocyte', 'gene']"
1563,Front.,['Front']
1564,Cell Dev.,"['Dev', 'Cell']"
1565,Biol.,['Biol']
1566,"doi:10.3389/fcell.2021.680301
Shein, H.",['Shein']
1567,"M., Wilson, S., Larin, F., and Wurtman, R.","['Wurtman', 'Wilson', 'Larin']"
1568,"Stimulation of [14 C]
serotonin synthesis from [14 C] tryptophan by mescaline in rat pineal organ cultures.Life Sci.","['Stimulation', 'Sci', 'Life']"
1569,"doi:10.1016/0024-3205(71)90066-x
Smart, C., Strathdee, G., Watson, S., Murgatroyd, C., and McAllister-Williams, R.","['Strathdee', 'Williams', 'Murgatroyd', 'Smart', 'Watson']"
1570,"Early life trauma, depression and the glucocorticoid receptor gene-an epigeneticperspective.","['Early', 'receptor', 'gene']"
1571,Psychol.,['Psychol']
1572,Med.,['Med']
1573,"doi:10.1017/S0033291715001555
Frontiers in Pharmacology frontiersin.org 28Acero et al.","['Pharmacology', 'Frontiers']"
1574,"10.3389/fphar.2023.1240295 Smith, S.",['Smith']
1575,"“Sigma receptors: their role in disease and as
therapeutic targets, ”inAdvances in experimental medicine and biology (Berlin,
Germany: Springer), 133 –152.","['Germany', 'Sigma', 'Berlin', 'Springer', 'receptor']"
1576,"doi:10.1007/978-3-319-50174-1
Soca ła, K., Doboszewska, U., and Wla ź, P.","['Doboszewska', 'Soca', 'Wla']"
1577,"Salvinorin a does not affect seizure
threshold in mice.",['Salvinorin']
1578,"Molecules 25, 1204.",['Molecules']
1579,"doi:10.3390/molecules25051204
Speer, K., Upton, D., Semple, S., and McKune, A.","['Speer', 'Semple', 'Upton']"
1580,"Systemic low-grade
inﬂammation in post-traumatic stress disorder: A systematic review.",['Systemic']
1581,"Inﬂamm.
Res.",['Res']
1582,"doi:10.2147/JIR.S155903
Steardo, L., Monteleone, P., Trabace, L., Cannizzaro, C., Maj, M., and Cuomo, V.
(2000).","['Maj', 'Trabace', 'Steardo', 'Monteleone', 'Cannizzaro', 'Cuomo']"
1583,"Serotonergic modulation of rat pineal gland activity: in vivo evidence for a 5-
hydroxytryptamine(2c) receptor involvement.","['receptor', 'Serotonergic']"
1584,Pharmacol.,['Pharmacol']
1585,Exp.,['Exp']
1586,Ther.,['Ther']
1587,"295, 266 –273.
Stiefel, K.",['Stiefel']
1588,"M., Merri ﬁeld, A., and Holcombe, A.","['Merri', 'Holcombe']"
1589,"The claustrum ’s proposed
role in consciousness is supported by the effect and target localization of Salvia
divinorum .Front.","['Front', 'Salvia', 'The']"
1590,Integr.,['Integr']
1591,Neurosci.,['Neurosci']
1592,"doi:10.3389/fnint.2014.00020
Strassman, R.",['Strassman']
1593,"J., Qualls, C.",['Qualls']
1594,"R., and Berg, L.",['Berg']
1595,"Differential tolerance to biological
and subjective effects of four closely spaced doses of N,N-Dimethyltryptamine in humans.
Biol.","['Differential', 'Biol', 'Dimethyltryptamine']"
1596,"Psychiatry 39, 784 –795.",['Psychiatry']
1597,"doi:10.1016/0006-3223(95)00200-6
Struzyna, L.",['Struzyna']
1598,"A., Browne, K.",['Browne']
1599,"D., Brodnik, Z.",['Brodnik']
1600,"D., Burrell, J.",['Burrell']
1601,"C., Harris, J.",['Harris']
1602,"P., Chen, H.",['Chen']
1603,"Tissue engineered nigrostriatal pathway for treatment of Parkinson ’s
disease.","['Tissue', 'parkinson', 'Parkinson']"
1604,Tissue Eng.,"['Tissue', 'Eng']"
1605,Regen.,['Regen']
1606,Med.,['Med']
1607,"Axonal tract reconstruction using a tissue-engineered nigrostriatal pathway in a
rat model of Parkinson ’sd i s e a s e .","['Axonal', 'parkinson', 'Parkinson']"
1608,Int.,['Int']
1609,Mol.,['Mol']
1610,Sci.,['Sci']
1611,"doi:10.3390/ijms232213985
Su, D., Riley, J., Kiessling, W.","['Riley', 'Kiessling']"
1612,"J., Armstead, W.",['Armstead']
1613,"M., and Liu, R.",['Liu']
1614,"Salvinorin a
produces cerebrovasodilation through activation of nitric oxide synthase, κreceptor,
and adenosine triphosphate-sensitive potassium channel.","['Salvinorin', 'receptor']"
1615,"Anesthesiology 114, 374 –379.
doi:10.1097/ALN.0b013e318204e029
Su, D., Riley, J., Armstead, W., and Liu, R.","['Riley', 'Liu', 'Armstead', 'Anesthesiology']"
1616,"Salvinorin A pretreatment preserves
cerebrovascular autoregulation after brain hypoxic/ischemic injury via extracellularsignal-regulated kinase/mitogen-activated protein kinase in piglets.","['Salvinorin', 'protein']"
1617,Anesth.,['Anesth']
1618,Analg.,['Analg']
1619,"doi:10.1213/ANE.0b013e31823a5d36
Sullivan, A.",['Sullivan']
1620,"M., and O ’Keeffe, G.",['Keeffe']
1621,"Neurotrophic factor therapy for
Parkinson ’s disease: past, present and future.","['parkinson', 'Neurotrophic', 'Parkinson']"
1622,Neural Regen.,"['Neural', 'Regen']"
1623,Res.,['Res']
1624,"11, 205 –
207.
doi:10.4103/1673-5374.177710
Swanson, L.",['Swanson']
1625,Unifying theories of psychedelic drug effects.,['Unifying']
1626,"Front.
Pharmacol.","['Front', 'Pharmacol']"
1627,"doi:10.3389/fphar.2018.00172
Szabo, A., Kovacs, A., Frecska, E., and Rajnavolgyi, E.","['Frecska', 'Rajnavolgyi', 'Szabo', 'Kovacs']"
1628,"Psychedelic N,N-
dimethyltryptamine and 5-methoxy-N,N-dimethyltryptamine modulate innate and
adaptive in ﬂammatory responses through the sigma-1 receptor of human
monocyte-derived dendritic cells.","['receptor', 'Psychedelic']"
1629,"PLoS One 9, 1065333 –e106612.",['One']
1630,"doi:10.1371/
journal.pone.0106533
Szabo, A., Kovacs, A., Riba, J., Djurovic, S., Rajnavolgyi, E., and Frecska, E.","['Riba', 'Frecska', 'Djurovic', 'Szabo', 'Rajnavolgyi', 'Kovacs']"
1631,"The
endogenous hallucinogen and trace amine N,N-dimethyltryptamine (DMT) displays
potent protective effects against hypoxia via sigma-1 receptor activation in humanprimary iPSC-derived cortical neurons and microglia-like immune cells.","['receptor', 'The']"
1632,"Front.
Neurosci.","['Front', 'Neurosci']"
1633,"doi:10.3389/fnins.2016.00423
Szabo, A.",['Szabo']
1634,"Psychedelics and immunomodulation: novel approaches and
therapeutic opportunities.",['Psychedelics']
1635,Front.,['Front']
1636,Immunol.,['Immunol']
1637,"doi:10.3389/ ﬁmmu.2015.00358
Szabó, Í., Varga, V.",['Varga']
1638,"É., Dvorácskó, S., Farkas, A.",['Farkas']
1639,"E., Körmöczi, T., Berkecz, R., et al.
(2021).",['Berkecz']
1640,"N,N-Dimethyltryptamine attenuates spreading depolarization and restrainsneurodegeneration by sigma-1 receptor activation in the ischemic rat brain.
Neuropharmacology 192, 108612.","['gene', 'receptor', 'Dimethyltryptamine', 'Neuropharmacology']"
1641,"doi:10.1016/j.neuropharm.2021.108612
Thompson, C., and Szabo, A.","['Szabo', 'Thompson']"
1642,"Psychedelics as a novel approach to treating
autoimmune conditions.",['Psychedelics']
1643,Immunol.,['Immunol']
1644,Lett.,['Lett']
1645,"doi:10.1016/j.imlet.2020.10.001
Tietjen, G.",['Tietjen']
1646,"E., Brandes, J.",['Brandes']
1647,"L., Peterlin, B.",['Peterlin']
1648,"L., Eloff, A., Dafer, R.","['Dafer', 'Eloff']"
1649,"M., Stein, M.",['Stein']
1650,Childhood maltreatment and migraine (part II).,['Childhood']
1651,"Emotional abuse as a risk factor
for headache chroni ﬁcation.",['Emotional']
1652,"Headache 50, 32 –41.",['Headache']
1653,"Cannabinoid signaling in the
skin: therapeutic potential of the ‘c(ut)annabinoid ’system.",['Cannabinoid']
1654,"Molecules 24, 918 –956.
doi:10.3390/molecules24050918
Van De Kar, L.","['Molecules', 'Kar', 'Van']"
1655,"D., Javed, A., Zhang, Y., Serres, F., Raap, D.","['Raap', 'Javed', 'Serres', 'Zhang']"
1656,"K., and Gray, T.",['Gray']
1657,"(2001).
5-HT2A receptors stimulate ACTH, corticosterone, oxytocin, renin, and prolactin
release and activate hypothalamic CRF and oxytocin-expressing cells.",['receptor']
1658,"Neurosci.
21, 3572 –3579.",['Neurosci']
1659,"doi:10.1523/JNEUROSCI.21-10-03572.2001
Vargas, M.",['Vargas']
1660,"V., Dunlap, L.",['Dunlap']
1661,"E., Dong, C., Carter, S.","['Dong', 'Carter']"
1662,"J., Tombari, R.",['Tombari']
1663,"J., Jami, S.",['Jami']
1664,"Psychedelics promote neuroplasticity through the activation of intracellular 5-
HT2A receptors.","['Psychedelics', 'receptor']"
1665,"Science 379, 700 –706.",['Science']
1666,"doi:10.1126/science.adf0435
Vargas, M.",['Vargas']
1667,"V., Meyer, R., Avanes, A.","['Avanes', 'Meyer']"
1668,"A., Rus, M., and Olson, D.","['Rus', 'Olson']"
1669,"Psychedelics
and other psychoplastogens for treating mental illness.",['Psychedelics']
1670,Front.,['Front']
1671,"Psychiatry 12,
727117 –727119.",['Psychiatry']
1672,"doi:10.3389/fpsyt.2021.727117Vizeli, P., Straumann, I., Holze, F., Schmid, Y., Dolder, P.","['Schmid', 'Dolder', 'Straumann', 'Holze']"
1673,"C., and Liechti, M.",['Liechti']
1674,"Genetic in ﬂuence of CYP2D6 on pharmacokinetics and acute subjective
effects of LSD in a pooled analysis.","['gene', 'Genetic']"
1675,Sci.,['Sci']
1676,Rep.,['Rep']
1677,"doi:10.1038/s41598-021-
90343-y
Wacker, D., Wang, S., McCorvy, J.","['Wang', 'Wacker']"
1678,"D., Betz, R.",['Betz']
1679,"M., Venkatakrishnan, A.",['Venkatakrishnan']
1680,"J., Levit, A.,
et al.",['Levit']
1681,Crystal structure of an LSD-bound human serotonin receptor.,"['receptor', 'Crystal']"
1682,"Composition, standardization and chemical pro ﬁling of
Banisteriopsis caapi, a plant for the tre atment of neurodegenerative disorders
relevant to Parkinson ’sd i s e a s e .","['gene', 'Banisteriopsis', 'Composition', 'parkinson', 'Parkinson']"
1683,Ethnopharmacol.,['Ethnopharmacol']
1684,"doi:10.1016/j.
jep.2010.02.013
Wang, Z., Ma, N., Riley, J., Armstead, W.","['Wang', 'Riley', 'Armstead']"
